customer_unique_id,CLTV,Customer_Health_Index,Dynamic_Risk_Score,Customer_Persona,Next_Best_Action,Customer_Influence_Score,Strategic_Value_Score,Retention_Priority_Score,Lifecycle_Stage
364cd8a1b36e7aeadf24976a3e7a0702,69.0,75.96,24.04,Regular Customer,Regular Marketing,38.24,53.33,24.04,Loyal Stage
36531b83002d76ec03ce7dff56beacb8,0.0,76.64,23.36,Regular Customer,Regular Marketing,38.32,53.65,23.36,Loyal Stage
3655eeed8edb6b61ad8522a4a0e60391,99.99,76.73,23.27,Regular Customer,Regular Marketing,38.74,53.94,23.27,Loyal Stage
366b695cc30ab1d5e28552c0704af5cb,58.0,76.26,23.74,Regular Customer,Regular Marketing,38.35,53.51,23.74,Loyal Stage
36b070a7ce61be43443f1f608fa56201,29.9,76.63,23.37,Regular Customer,Regular Marketing,38.43,53.71,23.37,Loyal Stage
36b2580720d92788789073253ae6b8a1,0.0,76.28,23.72,Regular Customer,Regular Marketing,38.14,53.4,23.72,Loyal Stage
36bd892f6057fa876faf6352fe330a6a,129.9,76.52,23.48,Regular Customer,Regular Marketing,38.74,53.85,23.48,Loyal Stage
36c2e404800b055e0ebeb26c96e23fd0,0.0,76.07,23.93,Regular Customer,Regular Marketing,38.03,53.25,23.93,Loyal Stage
36c376ed4b37b55c76d73b4f75086c6d,329.99,76.4,23.6,VIP Customer,VIP Loyalty Benefits,39.43,54.22,23.6,Loyal Stage
36cd1438569a7617fba172c014dc48dd,55.0,75.58,24.42,Regular Customer,Regular Marketing,37.99,53.03,24.42,Loyal Stage
36d5ed64f0e47b76656cb3843887a8cb,0.0,76.12,23.88,Regular Customer,Regular Marketing,38.06,53.28,23.88,Loyal Stage
36f8e4ca148a3c0916e6233c825b13c0,74.9,75.66,24.34,Regular Customer,Regular Marketing,38.11,53.13,24.34,Loyal Stage
370c6f261334ee5235f6f6e13825d707,24.9,76.78,23.22,Regular Customer,Regular Marketing,38.48,53.8,23.22,Loyal Stage
370f5ba1aff084f218101f709b1f0e94,129.49,76.42,23.58,Regular Customer,Regular Marketing,38.69,53.78,23.58,Loyal Stage
371731a0c38d36355c9391a2050e46ea,364.0,77.33,22.67,VIP Customer,VIP Loyalty Benefits,40.02,54.94,22.67,Loyal Stage
371e3bf1adb3cd4edd421e32c7a2af97,0.0,77.05,22.95,Regular Customer,Regular Marketing,38.52,53.93,22.95,Loyal Stage
3725c5b8c1cf5ee69158f66922a862c4,119.0,77.07,22.93,Regular Customer,Regular Marketing,38.98,54.22,22.93,Loyal Stage
372b41e8faa2819e0b6346b16cdf402b,12.88,75.62,24.38,Regular Customer,Regular Marketing,37.86,52.96,24.38,Loyal Stage
372f4d64dacadbf63821f503090ff4de,42.9,76.7,23.3,Regular Customer,Regular Marketing,38.51,53.79,23.3,Loyal Stage
373b58bc6a02d3603399480b5a9ae434,8.49,77.32,22.68,Regular Customer,Regular Marketing,38.69,54.14,22.68,Loyal Stage
37466c67c3becb974e230f418df28055,99.0,76.11,23.89,Regular Customer,Regular Marketing,38.42,53.5,23.89,Loyal Stage
374f6f36f49399403bb170eb8d4cd468,69.9,76.74,23.26,Regular Customer,Regular Marketing,38.63,53.87,23.26,Loyal Stage
37545fcae46b8fcf901d198ca10d82ab,81.9,76.81,23.19,Regular Customer,Regular Marketing,38.71,53.95,23.19,Loyal Stage
3759e74e43a422fd5caaff932a6c82be,0.0,76.28,23.72,Regular Customer,Regular Marketing,38.14,53.4,23.72,Loyal Stage
375beeae21434d7c54c4c2ff5bad9e42,105.0,76.43,23.57,Regular Customer,Regular Marketing,38.61,53.74,23.57,Loyal Stage
376c6321c9b503efcd9614adb8cc0d30,49.7,76.55,23.45,Regular Customer,Regular Marketing,38.46,53.7,23.45,Loyal Stage
37785d41ce5c42aa3e3774e944f6d035,0.0,76.07,23.93,Regular Customer,Regular Marketing,38.03,53.25,23.93,Loyal Stage
3791233090cbbeefbc0518859472bd2d,0.0,77.05,22.95,Regular Customer,Regular Marketing,38.52,53.93,22.95,Loyal Stage
3796a05fa0711926a786f151fe8124d1,196.9,76.21,23.79,VIP Customer,VIP Loyalty Benefits,38.84,53.79,23.79,Loyal Stage
379ede85ebaa3908364a741eccd70a6e,50.75,76.82,23.18,Regular Customer,Regular Marketing,38.6,53.89,23.18,Loyal Stage
37a37a6bed18e2117e1896597a539b21,0.0,76.02,23.98,Regular Customer,Regular Marketing,38.01,53.21,23.98,Loyal Stage
37a9d4e1f5d25c9632995c050fb1b1f2,49.0,76.24,23.76,Regular Customer,Regular Marketing,38.3,53.48,23.76,Loyal Stage
37b54c95638fd68ce8bd69a4c011ee36,124.43,76.72,23.28,Regular Customer,Regular Marketing,38.82,53.98,23.28,Loyal Stage
37bec3b390413f0006aadd2685a3de74,0.0,75.65,24.35,Regular Customer,Regular Marketing,37.83,52.96,24.35,Loyal Stage
37bf045929bf4c8e2f73deaf9432e9fe,166.9,76.68,23.32,VIP Customer,VIP Loyalty Benefits,38.96,54.05,23.32,Loyal Stage
37d537a20fa2fa2de974af98c552fdfd,74.9,76.28,23.72,Regular Customer,Regular Marketing,38.42,53.56,23.72,Loyal Stage
37d9674ba5b7cf1b8a1595ecce66ffd1,129.9,75.64,24.36,Regular Customer,Regular Marketing,38.3,53.24,24.36,Loyal Stage
37d96e337d68c6e37e9612dcd39f5de6,35.0,75.4,24.6,Regular Customer,Regular Marketing,37.83,52.86,24.6,Loyal Stage
37e17edc107a2e3feecf9514f555b5c3,105.0,76.17,23.83,Regular Customer,Regular Marketing,38.48,53.56,23.83,Loyal Stage
37e2b1b11cd1d83c2b4e3d63049b80bb,50.0,77.07,22.93,Regular Customer,Regular Marketing,38.72,54.06,22.93,Loyal Stage
37e5868f809fe493cedc716bec6e4e71,199.0,75.64,24.36,VIP Customer,VIP Loyalty Benefits,38.56,53.39,24.36,Loyal Stage
37ebc5d2bfb5e627815f16fe28da474a,40.0,76.49,23.51,Regular Customer,Regular Marketing,38.39,53.63,23.51,Loyal Stage
37ee946073f13847d64af1e3bc984da7,225.0,76.31,23.69,VIP Customer,VIP Loyalty Benefits,38.99,53.92,23.69,Loyal Stage
37f0979ea3d385eeb459cb1a8b75a994,129.9,76.42,23.58,Regular Customer,Regular Marketing,38.69,53.78,23.58,Loyal Stage
380617198d4ae9d6723d5735ce1ea8b7,0.0,76.95,23.05,Regular Customer,Regular Marketing,38.48,53.87,23.05,Loyal Stage
38147120ef93174c2a4dc73918c2489a,47.0,76.14,23.86,Regular Customer,Regular Marketing,38.24,53.4,23.86,Loyal Stage
381a3e3bda7b6f4c7c5908e2b385cd48,105.0,76.38,23.62,Regular Customer,Regular Marketing,38.58,53.7,23.62,Loyal Stage
38205800fd0c2ef9abfe21ac70979cb1,0.0,75.55,24.45,Regular Customer,Regular Marketing,37.78,52.89,24.45,Loyal Stage
382eed2ef04ec2c6afdb28d7492a17f5,78.0,75.62,24.38,Regular Customer,Regular Marketing,38.1,53.11,24.38,Loyal Stage
3835ffb159db5caefaee811db9477b6c,0.0,77.0,23.0,Regular Customer,Regular Marketing,38.5,53.9,23.0,Loyal Stage
383d3467a4c68eb30648087a9373525b,98.9,76.48,23.52,Regular Customer,Regular Marketing,38.61,53.76,23.52,Loyal Stage
383fa1a759c0437605732a46d4f43d2c,24.89,75.64,24.36,Regular Customer,Regular Marketing,37.91,53.0,24.36,Loyal Stage
38617bf4355f96ed474cacae71db2873,107.65,75.56,24.44,Regular Customer,Regular Marketing,38.18,53.13,24.44,Loyal Stage
386dc0c56992750e382bed7a3b18e64e,136.9,76.06,23.94,Regular Customer,Regular Marketing,38.54,53.55,23.94,Loyal Stage
387207b587c829c6678a03c8b711ae1e,129.9,77.04,22.96,Regular Customer,Regular Marketing,39.0,54.22,22.96,Loyal Stage
387afde4c4a143dd03995326000b009e,49.9,76.4,23.6,Regular Customer,Regular Marketing,38.39,53.59,23.6,Loyal Stage
387b38ebe598313ef56ef3df19b192af,67.0,75.45,24.55,Regular Customer,Regular Marketing,37.97,52.96,24.55,Loyal Stage
387dfe9949a341018335ecc237ee7a28,550.0,77.1,22.9,VIP Customer,VIP Loyalty Benefits,40.6,55.2,22.9,Loyal Stage
388d4116976d6a8a99dd31e6b027ec16,193.0,77.29,22.71,VIP Customer,VIP Loyalty Benefits,39.36,54.53,22.71,Loyal Stage
38984b0187e1e54e2ffe2d03cba9d4e4,98.0,76.37,23.63,Regular Customer,Regular Marketing,38.55,53.68,23.63,Loyal Stage
38a3c9dc08bcc55b0a95377544598efb,49.9,75.78,24.22,Regular Customer,Regular Marketing,38.08,53.16,24.22,Loyal Stage
38af33fca0e5c2be6bb04f77f51b2cbe,237.9,75.85,24.15,VIP Customer,VIP Loyalty Benefits,38.81,53.63,24.15,Loyal Stage
38b8752d745e01a425f8df47f7b2f57d,129.0,76.52,23.48,Regular Customer,Regular Marketing,38.74,53.85,23.48,Loyal Stage
38cf1d19f55fcf73ffb24fd534657f89,129.9,76.78,23.22,Regular Customer,Regular Marketing,38.87,54.03,23.22,Loyal Stage
38d65d91905088a7b7d5be3ac5a05509,0.0,76.22,23.78,Regular Customer,Regular Marketing,38.11,53.35,23.78,Loyal Stage
38dc6bac2ab46dd484d3548b84d91956,29.9,76.89,23.11,Regular Customer,Regular Marketing,38.56,53.89,23.11,Loyal Stage
38e5765c17873bd5faff89560d38ca0d,30.99,76.17,23.83,Regular Customer,Regular Marketing,38.2,53.39,23.83,Loyal Stage
38fc890f517a8327ca25ef4b190fcc29,0.0,76.38,23.62,Regular Customer,Regular Marketing,38.19,53.47,23.62,Loyal Stage
391d6062da3dd65b4de4524f28c478de,0.0,77.36,22.64,Regular Customer,Regular Marketing,38.68,54.15,22.64,Loyal Stage
391e6e8aa37c7fbad878931eb061a4ed,0.0,75.45,24.55,Regular Customer,Regular Marketing,37.72,52.81,24.55,Loyal Stage
3921cce6cea68738f49b58a1efa5efe4,139.0,76.17,23.83,VIP Customer,VIP Loyalty Benefits,38.6,53.63,23.83,Loyal Stage
392feae61144aae9e719bfa700c095f0,19.9,76.77,23.23,Regular Customer,Regular Marketing,38.46,53.78,23.23,Loyal Stage
393c2ace23a135d0bcc7e70167448e16,145.9,75.56,24.44,VIP Customer,VIP Loyalty Benefits,38.32,53.22,24.44,Loyal Stage
39406d5888ebe67839dc26b348c0d12f,18.9,75.68,24.32,Regular Customer,Regular Marketing,37.91,53.02,24.32,Loyal Stage
3941d548b98c232be3b02321648523ad,102.89,75.4,24.6,Regular Customer,Regular Marketing,38.08,53.01,24.6,Loyal Stage
394ac4de8f3acb14253c177f0e15bc58,633.16,75.28,24.72,VIP Customer,VIP Loyalty Benefits,40.0,54.11,24.72,Loyal Stage
394b2ce444baae9ae609f5d32000de0f,0.0,76.17,23.83,Regular Customer,Regular Marketing,38.08,53.32,23.83,Loyal Stage
39518dab7aa8a79da80322d53bf504d4,190.0,75.99,24.01,VIP Customer,VIP Loyalty Benefits,38.7,53.62,24.01,Loyal Stage
39618678c9395910a7d675df2b0af941,228.08,75.64,24.36,VIP Customer,VIP Loyalty Benefits,38.67,53.46,24.36,Loyal Stage
39625643b498b08ebf941f9170277974,166.9,76.58,23.42,VIP Customer,VIP Loyalty Benefits,38.91,53.98,23.42,Loyal Stage
396bda2718b577957f49b356de0788ab,94.8,76.93,23.07,Regular Customer,Regular Marketing,38.82,54.06,23.07,Loyal Stage
397567bb88c56e494c4b4173b676266e,122.99,77.18,22.82,Regular Customer,Regular Marketing,39.05,54.3,22.82,Loyal Stage
397a4356d59c9e071dac70a4b83ec753,57.98,77.09,22.91,Regular Customer,Regular Marketing,38.76,54.09,22.91,Loyal Stage
397cc6f362ce814681a6d95e3b9cde2c,478.0,76.62,23.38,VIP Customer,VIP Loyalty Benefits,40.09,54.7,23.38,Loyal Stage
39890e8a7f409dde80aef016e9601937,127.9,76.93,23.07,Regular Customer,Regular Marketing,38.94,54.14,23.07,Loyal Stage
39904c3df1113ce1f1eeef9746ddb249,14.99,77.38,22.62,Regular Customer,Regular Marketing,38.75,54.2,22.62,Loyal Stage
399526cecdd93d45674f155913f3ee80,0.0,76.43,23.57,Regular Customer,Regular Marketing,38.22,53.5,23.57,Loyal Stage
39970ad502d08af64974aa8a8379df75,879.33,77.27,22.73,VIP Customer,VIP Loyalty Benefits,41.91,56.05,22.73,Loyal Stage
39b98c468a5e77a2fbccd907f7f093a1,38.9,75.56,24.44,Regular Customer,Regular Marketing,37.92,52.98,24.44,Loyal Stage
39bd5891db7b87eb546edc28933505c8,89.9,77.39,22.61,Regular Customer,Regular Marketing,39.03,54.37,22.61,Loyal Stage
39c3f1da75901b25ddc87e18ba12238e,0.0,75.86,24.14,Regular Customer,Regular Marketing,37.93,53.1,24.14,Loyal Stage
39c94711f67eef8b333eec08e1b96762,94.9,76.73,23.27,Regular Customer,Regular Marketing,38.72,53.92,23.27,Loyal Stage
39d08553577355fffa4c5e741c43bc8d,0.0,76.33,23.67,Regular Customer,Regular Marketing,38.16,53.43,23.67,Loyal Stage
39d26db6530f0ad21b671a973cb6e03f,330.0,77.39,22.61,VIP Customer,VIP Loyalty Benefits,39.92,54.91,22.61,Loyal Stage
39dddcbd76319f479030f4d291ef9592,0.0,76.28,23.72,Regular Customer,Regular Marketing,38.14,53.4,23.72,Loyal Stage
39e16ad9a306c8729696f7732acde86f,292.37,76.61,23.39,VIP Customer,VIP Loyalty Benefits,39.39,54.28,23.39,Loyal Stage
39e5c3959933167d14a989edd3b125a1,28.9,75.49,24.51,Regular Customer,Regular Marketing,37.85,52.91,24.51,Loyal Stage
39f31c1aae7c88de15521a33a3d5e44c,0.0,76.95,23.05,Regular Customer,Regular Marketing,38.48,53.87,23.05,Loyal Stage
3a03c18e57b25beb04fab567f3a38153,0.0,76.53,23.47,Regular Customer,Regular Marketing,38.26,53.57,23.47,Loyal Stage
3a0aa905da1ce8ced9144570dd49fd18,0.0,76.12,23.88,Regular Customer,Regular Marketing,38.06,53.28,23.88,Loyal Stage
3a1e94e3308e45730624bfb5c0b3bdd3,59.9,76.37,23.63,Regular Customer,Regular Marketing,38.41,53.59,23.63,Loyal Stage
3a25d96d18de69b1f8e5b49ba4b5d05e,77.9,75.66,24.34,Regular Customer,Regular Marketing,38.12,53.14,24.34,Loyal Stage
3a2b0491632d0fec093918658b12509f,0.0,76.02,23.98,Regular Customer,Regular Marketing,38.01,53.21,23.98,Loyal Stage
3a3de82351020a20e58a29338b9ef25f,0.0,75.96,24.04,Regular Customer,Regular Marketing,37.98,53.17,24.04,Loyal Stage
3a4e81aa3579f223320a3b7042746cf9,29.9,77.25,22.75,Regular Customer,Regular Marketing,38.74,54.14,22.75,Loyal Stage
3a4f4384f7eb8a1b73bd5d0ff73cf463,21.99,75.89,24.11,Regular Customer,Regular Marketing,38.03,53.17,24.11,Loyal Stage
3a50260990258c04dfa14e6f9d74533b,65.0,76.32,23.68,Regular Customer,Regular Marketing,38.4,53.57,23.68,Loyal Stage
3a54e2381195debdc5852a59f27086ad,249.0,76.49,23.51,VIP Customer,VIP Loyalty Benefits,39.17,54.1,23.51,Loyal Stage
3a5a2a6b6641daad335f911a79a3297d,99.9,76.37,23.63,Regular Customer,Regular Marketing,38.56,53.68,23.63,Loyal Stage
3a5e187267ab22976608fffc86276c44,0.0,76.28,23.72,Regular Customer,Regular Marketing,38.14,53.4,23.72,Loyal Stage
3a653a41f6f9fc3d2a113cf8398680e8,159.9,76.57,23.43,VIP Customer,VIP Loyalty Benefits,38.88,53.96,23.43,Loyal Stage
3a6bdbb79e6f1c8a32976584c0bfd5a3,49.0,76.86,23.14,Regular Customer,Regular Marketing,38.61,53.91,23.14,Loyal Stage
3a6de17201bd68a1fca5da3603f90eb6,0.0,76.95,23.05,Regular Customer,Regular Marketing,38.48,53.87,23.05,Loyal Stage
3a7eda76f0c7ac59d5d62dac7f3446b8,34.9,75.81,24.19,Regular Customer,Regular Marketing,38.03,53.14,24.19,Loyal Stage
3a9cbbf8b49fc8cab4e91ed1e3a25625,40.0,76.49,23.51,Regular Customer,Regular Marketing,38.39,53.63,23.51,Loyal Stage
3ab2f8203c5f8d73a1260109eb82eb20,1240.0,78.38,21.62,VIP Customer,VIP Loyalty Benefits,43.8,57.63,21.62,Loyal Stage
3ab5aca40607efa3d15d20637f81d42b,399.0,76.92,23.08,VIP Customer,VIP Loyalty Benefits,39.94,54.73,23.08,Loyal Stage
3ab5f644490e3bd3a743ca4e43710859,47.9,75.67,24.33,Regular Customer,Regular Marketing,38.01,53.07,24.33,Loyal Stage
3aba191a5118822792b669b766403a3f,279.9,76.9,23.1,VIP Customer,VIP Loyalty Benefits,39.49,54.45,23.1,Loyal Stage
3acd02ebfa5992ca408cbc3da8718093,289.0,77.58,22.42,VIP Customer,VIP Loyalty Benefits,39.87,54.95,22.42,Loyal Stage
3ad92ac14eaadf43a7fbeb9c1d8258fc,13.99,76.4,23.6,Regular Customer,Regular Marketing,38.25,53.51,23.6,Loyal Stage
3ae68a873484afec224de126a94c5974,209.99,75.76,24.24,VIP Customer,VIP Loyalty Benefits,38.66,53.5,24.24,Loyal Stage
3b03ec0592804e363b6cdbaeb22ef1b8,47.0,75.93,24.07,Regular Customer,Regular Marketing,38.14,53.26,24.07,Loyal Stage
3b0745c48a097ed671e15d6172db3c58,61.4,76.37,23.63,Regular Customer,Regular Marketing,38.41,53.59,23.63,Loyal Stage
3b0dbe4a609266add687a14510b8e74d,43.0,76.96,23.04,Regular Customer,Regular Marketing,38.64,53.97,23.04,Loyal Stage
3b152015193072c3f233ae67497e90af,26.5,76.57,23.43,Regular Customer,Regular Marketing,38.38,53.66,23.43,Loyal Stage
3b247557d39bbe49256993300b981adb,189.0,76.81,23.19,VIP Customer,VIP Loyalty Benefits,39.11,54.19,23.19,Loyal Stage
3b25730ea4e83eae8c0e90b100dde51d,109.99,76.49,23.51,Regular Customer,Regular Marketing,38.65,53.79,23.51,Loyal Stage
3b2aa6306d89754f8563a8e569f99a41,100.0,75.7,24.3,Regular Customer,Regular Marketing,38.22,53.21,24.3,Loyal Stage
3b3b1305abb17ce0e475af2fbd55d624,59.9,75.64,24.36,Regular Customer,Regular Marketing,38.04,53.08,24.36,Loyal Stage
3b4aa27b4c31050dc11c6c69867185e4,99.0,75.45,24.55,Regular Customer,Regular Marketing,38.09,53.03,24.55,Loyal Stage
3b5111374ff7e72e37bc2c9c6a78fb96,59.0,77.34,22.66,Regular Customer,Regular Marketing,38.89,54.27,22.66,Loyal Stage
3b53a1869c7172b2e89266d4e7d7b6a4,49.91,76.66,23.34,Regular Customer,Regular Marketing,38.52,53.78,23.34,Loyal Stage
3b601088e809efd71b63f5f5d02c6d31,29.99,75.96,24.04,Regular Customer,Regular Marketing,38.09,53.24,24.04,Loyal Stage
3b74d8b3502e3c66e17463cafb35b89f,1190.0,76.12,23.88,VIP Customer,VIP Loyalty Benefits,42.49,55.94,23.88,Loyal Stage
3b757b2d4351aae134b2f7e7bb9b156a,49.9,76.92,23.08,Regular Customer,Regular Marketing,38.65,53.96,23.08,Loyal Stage
3b75d1b422a2117edbde3a35b55b8692,29.9,75.39,24.61,Regular Customer,Regular Marketing,37.81,52.84,24.61,Loyal Stage
3b7860ba1d1bca8b56c192479bcbfe07,39.9,76.49,23.51,Regular Customer,Regular Marketing,38.39,53.63,23.51,Loyal Stage
3b840168e2fe4caf2e80969f83f368da,0.0,76.79,23.21,Regular Customer,Regular Marketing,38.4,53.76,23.21,Loyal Stage
3b8b040e02598a340cb390713891f895,120.49,77.02,22.98,Regular Customer,Regular Marketing,38.96,54.18,22.98,Loyal Stage
3b8fee1059c154ff8a64b7456b8eda97,96.99,77.2,22.8,Regular Customer,Regular Marketing,38.96,54.26,22.8,Loyal Stage
3b93bfab3bdce83683d66becddd9df2b,78.0,75.66,24.34,Regular Customer,Regular Marketing,38.12,53.14,24.34,Loyal Stage
3b974605c0e7e9dc99c2ef3e36aa0c6c,0.0,75.6,24.4,Regular Customer,Regular Marketing,37.8,52.92,24.4,Loyal Stage
3b9e02f3344d4d5f94465f05f296210f,28.28,75.59,24.41,Regular Customer,Regular Marketing,37.9,52.98,24.41,Loyal Stage
3ba8d36bd11c56cddc1f638858d4bf7c,34.9,76.43,23.57,Regular Customer,Regular Marketing,38.34,53.58,23.57,Loyal Stage
3bb10208b3ed9eeca8e7cfe769fd896e,67.9,77.36,22.64,Regular Customer,Regular Marketing,38.93,54.3,22.64,Loyal Stage
3bb2ce27d2180fbe3a27d6a93b6890d3,35.0,76.84,23.16,Regular Customer,Regular Marketing,38.55,53.87,23.16,Loyal Stage
3bb3aceda878cde8fae82efe6a416dd9,104.0,76.43,23.57,Regular Customer,Regular Marketing,38.6,53.73,23.57,Loyal Stage
3bbf03908fb2863f5537cec78cf5f70b,39.99,76.59,23.41,Regular Customer,Regular Marketing,38.44,53.7,23.41,Loyal Stage
3bcf206a716a39cc5964baf3a221886b,56.9,75.94,24.06,Regular Customer,Regular Marketing,38.18,53.28,24.06,Loyal Stage
3bcfb921ad1e10ee41c67dee1dc7aeab,80.9,77.07,22.93,Regular Customer,Regular Marketing,38.84,54.13,22.93,Loyal Stage
3bd36679c791dd432c81d931b3a86d32,79.0,77.17,22.83,Regular Customer,Regular Marketing,38.88,54.2,22.83,Loyal Stage
3bde82b4ad6c7f8eb68eb036e0258e85,116.9,76.91,23.09,Regular Customer,Regular Marketing,38.89,54.1,23.09,Loyal Stage
3be3fd5060ef3d08691b1b9d56cd0018,150.0,76.81,23.19,VIP Customer,VIP Loyalty Benefits,38.96,54.1,23.19,Loyal Stage
3bec6798ceb2e8fafb2e95e06b3610b7,60.0,76.16,23.84,Regular Customer,Regular Marketing,38.3,53.44,23.84,Loyal Stage
3bf9a44ef770ac450177ebc53c1445e0,59.99,76.26,23.74,Regular Customer,Regular Marketing,38.35,53.51,23.74,Loyal Stage
3c001938ee306e3e8c52c7c3bbbd0d3e,99.0,76.32,23.68,Regular Customer,Regular Marketing,38.53,53.65,23.68,Loyal Stage
3c068da825c04776514f05089b83ef6b,99.8,76.32,23.68,Regular Customer,Regular Marketing,38.53,53.65,23.68,Loyal Stage
3c103d77bd410537ae2a32c2b8155477,199.99,76.47,23.53,VIP Customer,VIP Loyalty Benefits,38.98,53.98,23.53,Loyal Stage
3c3cb7aa7b1db23bdc1a83276f38d118,59.55,76.46,23.54,Regular Customer,Regular Marketing,38.45,53.65,23.54,Loyal Stage
3c4d7fdb25ab947c7ac866ba940f9c32,97.2,75.95,24.05,Regular Customer,Regular Marketing,38.34,53.38,24.05,Loyal Stage
3c569102e3f62b32eb0300a277e57385,530.0,77.79,22.21,VIP Customer,VIP Loyalty Benefits,40.87,55.64,22.21,Loyal Stage
3c6556e3fc08ba08740f82c0ae799d29,56.1,76.82,23.18,Regular Customer,Regular Marketing,38.62,53.9,23.18,Loyal Stage
3c927aa188eb452fb90f9b5062247a8c,66.99,76.84,23.16,Regular Customer,Regular Marketing,38.67,53.94,23.16,Loyal Stage
3c943fa0307df17ea17cff5d8af3a96c,240.0,75.86,24.14,VIP Customer,VIP Loyalty Benefits,38.82,53.64,24.14,Loyal Stage
3c9c494fa1a6a69d05d632d8247cf684,549.9,76.42,23.58,VIP Customer,VIP Loyalty Benefits,40.26,54.72,23.58,Loyal Stage
3ca364ff88dc112d45daa31211480103,95.0,76.88,23.12,Regular Customer,Regular Marketing,38.79,54.03,23.12,Loyal Stage
3cb378e234a3ccc64f737a6bc4cad150,146.01,76.44,23.56,VIP Customer,VIP Loyalty Benefits,38.76,53.83,23.56,Loyal Stage
3cd7008d6897af25059399ccad52c76b,138.0,76.17,23.83,Regular Customer,Regular Marketing,38.6,53.63,23.83,Loyal Stage
3cdf85343de9512ef29d07a8c46a3ef0,49.0,76.14,23.86,Regular Customer,Regular Marketing,38.25,53.41,23.86,Loyal Stage
3ce1f073f23064622d54167bd161f9a8,23.0,75.53,24.47,Regular Customer,Regular Marketing,37.85,52.92,24.47,Loyal Stage
3cedce8d574ecec6c8043a8cf200d19d,66.99,76.27,23.73,Regular Customer,Regular Marketing,38.38,53.54,23.73,Loyal Stage
3cfb64438dca81224571761388af351c,199.9,76.31,23.69,VIP Customer,VIP Loyalty Benefits,38.9,53.86,23.69,Loyal Stage
3d0d76f399043498a5d188136c389b51,0.0,75.6,24.4,Regular Customer,Regular Marketing,37.8,52.92,24.4,Loyal Stage
3d1cd211ba069a73ccc4d17dcc8e5786,47.5,75.93,24.07,Regular Customer,Regular Marketing,38.14,53.26,24.07,Loyal Stage
3d1ebae4e6b553141e99a3fa5c3f21fc,14.9,75.47,24.53,Regular Customer,Regular Marketing,37.79,52.86,24.53,Loyal Stage
3d2906056c2f9ba0c2c955474fb6854f,36.9,75.4,24.6,Regular Customer,Regular Marketing,37.84,52.86,24.6,Loyal Stage
3d2af73eb54f22fa880d1523e4b9a6c7,87.97,76.25,23.75,Regular Customer,Regular Marketing,38.45,53.57,23.75,Loyal Stage
3d2b62a896340357f4cbbe6fb804b4ab,0.0,76.64,23.36,Regular Customer,Regular Marketing,38.32,53.65,23.36,Loyal Stage
3d2ef5f086d6689fb4d917d3ce727fe7,54.0,77.08,22.92,Regular Customer,Regular Marketing,38.74,54.08,22.92,Loyal Stage
3d3b321ab293296bc1ad4752ddbb0767,259.99,76.61,23.39,VIP Customer,VIP Loyalty Benefits,39.27,54.21,23.39,Loyal Stage
3d42778c5622056bc1891cd69d92f7ae,24.9,77.29,22.71,Regular Customer,Regular Marketing,38.74,54.16,22.71,Loyal Stage
3d4f12dece1264e5d6321f1b7f003336,28.82,77.25,22.75,Regular Customer,Regular Marketing,38.73,54.14,22.75,Loyal Stage
3d524cae0ddfe0e918f39e7e8ab49e8b,122.99,76.46,23.54,Regular Customer,Regular Marketing,38.69,53.8,23.54,Loyal Stage
3d5e14abd47ad7ae589af619b8d2489e,59.9,76.42,23.58,Regular Customer,Regular Marketing,38.43,53.63,23.58,Loyal Stage
3d6a13a1aa18fe9eb1ca966388a67ce8,0.0,76.58,23.42,Regular Customer,Regular Marketing,38.29,53.61,23.42,Loyal Stage
3d6e5110bc64eceed4091b4209f9935e,59.9,76.11,23.89,Regular Customer,Regular Marketing,38.28,53.41,23.89,Loyal Stage
3d7140f7eb346da3202a5f121dc31f94,340.0,76.73,23.27,VIP Customer,VIP Loyalty Benefits,39.63,54.47,23.27,Loyal Stage
3d7201a23fdbd167157b7abd027f92a7,35.0,77.0,23.0,Regular Customer,Regular Marketing,38.63,53.98,23.0,Loyal Stage
3d851653ff7a4c5393e62039bf02cfdd,74.99,77.06,22.94,Regular Customer,Regular Marketing,38.81,54.11,22.94,Loyal Stage
3d86efb31ed14a05d994860891ac529c,269.45,76.0,24.0,VIP Customer,VIP Loyalty Benefits,39.0,53.8,24.0,Loyal Stage
3d88eb9dbdae62a25db397df10cec4ec,300.0,76.67,23.33,VIP Customer,VIP Loyalty Benefits,39.45,54.34,23.33,Loyal Stage
3d8a51057b28b7b5172c8bc46cb6a7f5,0.0,75.5,24.5,Regular Customer,Regular Marketing,37.75,52.85,24.5,Loyal Stage
3d8f828c75606575e20a26416deea675,77.0,77.11,22.89,Regular Customer,Regular Marketing,38.84,54.15,22.89,Loyal Stage
3d9c211b025d7bb8837440ea8bd2eaa5,109.49,75.81,24.19,Regular Customer,Regular Marketing,38.31,53.31,24.19,Loyal Stage
3da48078f617c821d6887dbae37d9c6d,34.99,76.33,23.67,Regular Customer,Regular Marketing,38.3,53.51,23.67,Loyal Stage
3da952ce80be94f390086f4f4dcf4f21,149.9,76.29,23.71,VIP Customer,VIP Loyalty Benefits,38.7,53.74,23.71,Loyal Stage
3db70423f1e5cf9d8aba8a2d460f1700,37.91,76.95,23.05,Regular Customer,Regular Marketing,38.62,53.95,23.05,Loyal Stage
