customer_unique_id,CLTV,Customer_Health_Index,Dynamic_Risk_Score,Customer_Persona,Next_Best_Action,Customer_Influence_Score,Strategic_Value_Score,Retention_Priority_Score,Lifecycle_Stage,Churn_Probability,Customer_Rank,Customer_Tier
1a2d84203a039be469e1e754f4b8b0b2,0.0,30.12,69.88,Inactive Customer,Win-Back Campaign,15.06,21.08,69.88,Declining Stage,1.0,23358.0,Bronze
1a2dc00176c3417843bf9d9f318a6573,24.99,29.74,70.26,Inactive Customer,Win-Back Campaign,14.96,20.87,70.26,Churn Risk Stage,1.0,24246.5,Bronze
1a2e7faa3054228a9b5b2a7f24b7e580,0.0,29.76,70.24,Inactive Customer,Win-Back Campaign,14.88,20.83,70.24,Churn Risk Stage,1.0,24423.5,Bronze
1a2ede4e787ad199c46719ecb02d81ea,208.24,77.1,22.9,VIP Customer,VIP Loyalty Benefits,39.32,54.43,22.9,Loyal Stage,0.0,549.0,Silver
1a2fe35879c36e02f3b4679ccdf05c0c,69.99,28.72,71.28,Inactive Customer,Win-Back Campaign,14.62,20.26,71.28,Churn Risk Stage,1.0,26960.0,Bronze
1a31f48887f7394353577d5d19aa0ec0,0.0,30.63,69.37,Inactive Customer,Win-Back Campaign,15.32,21.44,69.37,Declining Stage,1.0,21785.0,Bronze
1a32115fdff184509016b24334cd822b,106.0,76.74,23.26,Regular Customer,Regular Marketing,38.76,53.95,23.26,Loyal Stage,0.0,1989.0,Silver
1a328a664417dc7cbff0ed7df49f5a3d,49.99,30.66,69.34,Inactive Customer,Win-Back Campaign,15.52,21.58,69.34,Declining Stage,1.0,21188.5,Bronze
1a32f102c11b91156379253cb770aac3,269.0,30.57,69.43,VIP Customer,VIP Loyalty Benefits,16.29,22.0,69.43,Declining Stage,1.0,19283.5,Bronze
1a334d89e143e6cebb3506ad38ddd0c2,0.0,75.6,24.4,Regular Customer,Regular Marketing,37.8,52.92,24.4,Loyal Stage,0.0,6524.5,Silver
1a3497c1968b8a64c45e06d0ec3e3c4e,0.0,22.41,77.59,Inactive Customer,Win-Back Campaign,11.2,15.68,77.59,Churn Risk Stage,1.0,47043.0,Bronze
1a35f28e0a73098a686e8cfa59cdfb34,169.9,76.58,23.42,VIP Customer,VIP Loyalty Benefits,38.92,53.98,23.42,Loyal Stage,0.0,1851.5,Silver
1a35fbeaf18de4041e23125872a04b6e,0.0,10.71,89.29,At Risk Customer,Urgent Retention Campaign,5.36,7.5,89.29,Churn Risk Stage,1.0,65908.5,Bronze
1a36d4ff0116a6903cfacce00fee523f,49.9,30.86,69.14,Inactive Customer,Win-Back Campaign,15.62,21.72,69.14,Declining Stage,1.0,20508.0,Bronze
1a391ee8180cea7235bcb454aef7f5ed,38.99,76.39,23.61,Regular Customer,Regular Marketing,38.34,53.56,23.61,Loyal Stage,0.0,3993.0,Silver
1a3a962a15f8c6ee0178e1102387d3cc,2139.99,36.56,63.44,VIP Customer,VIP Loyalty Benefits,26.24,30.37,63.44,Declining Stage,1.0,6860.0,Bronze
1a3a9c105b4b4dc208eb28a61920c5e4,134.9,29.64,70.36,Inactive Customer,Win-Back Campaign,15.32,21.05,70.36,Churn Risk Stage,1.0,23471.0,Bronze
1a3ac305af5c5965207a0c811197266d,0.0,22.66,77.34,Inactive Customer,Win-Back Campaign,11.33,15.86,77.34,Churn Risk Stage,1.0,46484.0,Bronze
1a3be4ae5993ce2c5e7e6a9591e2be60,69.9,25.98,74.02,Inactive Customer,Win-Back Campaign,13.25,18.34,74.02,Churn Risk Stage,1.0,35617.0,Bronze
1a3c5d92c5273cce2508cbbcf40d5267,89.9,13.85,86.15,At Risk Customer,Urgent Retention Campaign,7.26,9.9,86.15,Churn Risk Stage,1.0,61611.0,Bronze
1a3d142a6946d7ce67e766cf3683c06f,0.0,30.89,69.11,Inactive Customer,Win-Back Campaign,15.44,21.62,69.11,Declining Stage,1.0,20984.5,Bronze
1a3d1e8b28c0ee27c23333ee108c47e6,3760.0,39.8,60.2,VIP Customer,VIP Loyalty Benefits,33.89,36.25,60.2,Declining Stage,1.0,6831.0,Bronze
1a3d2532a1c191c09d3c37dd27a0c162,0.0,29.34,70.66,Inactive Customer,Win-Back Campaign,14.67,20.54,70.66,Churn Risk Stage,1.0,25676.0,Bronze
1a3d7d7bd4aea92843d759141de1dfe1,69.99,76.17,23.83,Regular Customer,Regular Marketing,38.35,53.48,23.83,Loyal Stage,0.0,4352.5,Silver
1a3da3e42697a3bb6dee21ca7cfe58c8,125.9,12.24,87.76,At Risk Customer,Urgent Retention Campaign,6.59,8.85,87.76,Churn Risk Stage,1.0,63829.5,Bronze
1a3de23cf95b33404f03b9f7cc1ac202,139.0,9.05,90.95,VIP Customer,VIP Loyalty Benefits,5.04,6.64,90.95,Churn Risk Stage,1.0,67210.5,Bronze
1a3e064d6461fb5fba261ab141ca2ad9,89.9,12.66,87.34,At Risk Customer,Urgent Retention Campaign,6.66,9.06,87.34,Churn Risk Stage,1.0,63418.0,Bronze
1a3eefe727f7fb12267714f60060fa91,0.0,75.6,24.4,Regular Customer,Regular Marketing,37.8,52.92,24.4,Loyal Stage,0.0,6524.5,Silver
1a4028a275a61303ff0de4f1aad83f64,119.99,12.85,87.15,At Risk Customer,Urgent Retention Campaign,6.87,9.26,87.15,Churn Risk Stage,1.0,62995.5,Bronze
1a41dd496b43b7d421b9f487d8c51a47,119.9,17.57,82.43,At Risk Customer,Urgent Retention Campaign,9.23,12.57,82.43,Churn Risk Stage,1.0,55466.5,Bronze
1a42398a1e0806c36cc9aafac8a34df5,29.99,24.0,76.0,Inactive Customer,Win-Back Campaign,12.11,16.87,76.0,Churn Risk Stage,1.0,41358.0,Bronze
1a431b876dce84b93132c2f8bf2701a0,49.96,25.69,74.31,Inactive Customer,Win-Back Campaign,13.03,18.09,74.31,Churn Risk Stage,1.0,36779.0,Bronze
1a4344789c4f09afba8aaac3d411ba79,59.99,22.5,77.5,Inactive Customer,Win-Back Campaign,11.47,15.88,77.5,Churn Risk Stage,1.0,46406.5,Bronze
1a4568686673b981ddc5d6b74c616aaa,0.0,25.46,74.54,Inactive Customer,Win-Back Campaign,12.73,17.82,74.54,Churn Risk Stage,1.0,37975.0,Bronze
1a4721ba9e469fb1afacdae79e1110af,100.0,24.11,75.89,Inactive Customer,Win-Back Campaign,12.43,17.1,75.89,Churn Risk Stage,1.0,40341.5,Bronze
1a4776fd1e8c769d9a0a7b0e74d2564b,168.0,33.21,66.79,VIP Customer,VIP Loyalty Benefits,17.23,23.62,66.79,Declining Stage,1.0,12468.0,Bronze
1a48d9b6db20bdb9846b71eaa2bee03b,67.99,33.37,66.63,Inactive Customer,Win-Back Campaign,16.94,23.51,66.63,Declining Stage,1.0,12889.0,Bronze
1a48fa7d9b21a45add445c6d57420d13,128.0,75.74,24.26,Regular Customer,Regular Marketing,38.35,53.31,24.26,Loyal Stage,0.0,5206.5,Silver
1a4a4a97fe6ead2803328e573f3a6377,159.99,28.85,71.15,VIP Customer,VIP Loyalty Benefits,15.02,20.55,71.15,Churn Risk Stage,1.0,25627.0,Bronze
1a4b3261869b5a1a9f7387073e09a815,47.9,27.14,72.86,Inactive Customer,Win-Back Campaign,13.75,19.11,72.86,Churn Risk Stage,1.0,32265.0,Bronze
1a4b5662e6e9a3e9390e7fc4f47d3e75,258.0,29.31,70.69,VIP Customer,VIP Loyalty Benefits,15.61,21.09,70.69,Churn Risk Stage,1.0,23314.0,Bronze
1a4b8bff74c6db98f76b3a0ec45062f8,39.99,26.6,73.4,Inactive Customer,Win-Back Campaign,13.45,18.71,73.4,Churn Risk Stage,1.0,33983.0,Bronze
1a4ce905342cda38c8bf207e4f36448c,19.9,25.44,74.56,Inactive Customer,Win-Back Campaign,12.79,17.85,74.56,Churn Risk Stage,1.0,37852.0,Bronze
1a4e78b4dd5dcf620f9256901eac431f,355.9,77.48,22.52,VIP Customer,VIP Loyalty Benefits,40.06,55.03,22.52,Loyal Stage,0.0,211.5,Silver
1a4fcb5014becfef64f70f86bd9fa0d8,153.2,20.2,79.8,VIP Customer,VIP Loyalty Benefits,10.67,14.48,79.8,Churn Risk Stage,1.0,50419.0,Bronze
1a4fd3fde0f71b95c3653c39a8cf4f78,99.0,18.83,81.17,At Risk Customer,Urgent Retention Campaign,9.78,13.4,81.17,Churn Risk Stage,1.0,53321.0,Bronze
1a51e2f94d8a735e9d52c5a50011c4e5,107.9,34.05,65.95,Inactive Customer,Win-Back Campaign,17.43,24.08,65.95,Declining Stage,1.0,10629.5,Bronze
1a52bb8ae883e2c0beda943ac08e8f42,7.99,17.09,82.91,At Risk Customer,Urgent Retention Campaign,8.57,11.98,82.91,Churn Risk Stage,1.0,56956.5,Bronze
1a52e558853b943a04c7ff6285d6d328,0.0,23.65,76.35,Inactive Customer,Win-Back Campaign,11.82,16.55,76.35,Churn Risk Stage,1.0,42906.0,Bronze
1a52f930271224cc58f137025140d0d5,90.1,34.91,65.09,Inactive Customer,Win-Back Campaign,17.79,24.64,65.09,Declining Stage,1.0,8629.5,Bronze
1a54516ab1c2f540c1b88e136a2f43f5,36.75,28.57,71.43,Inactive Customer,Win-Back Campaign,14.42,20.08,71.43,Churn Risk Stage,1.0,27754.5,Bronze
1a587b838a7e07d33c9d581e268d802a,110.32,35.35,64.65,Inactive Customer,Win-Back Campaign,18.09,24.99,64.65,Declining Stage,1.0,7713.5,Bronze
1a58ae3b5ece841b4ff7cc13f9de4cb7,439.65,33.87,66.13,VIP Customer,VIP Loyalty Benefits,18.57,24.69,66.13,Declining Stage,1.0,8440.0,Bronze
1a59e312bf12e1e46ee7647bcab0b2a1,0.0,23.08,76.92,Inactive Customer,Win-Back Campaign,11.54,16.16,76.92,Churn Risk Stage,1.0,45322.0,Bronze
1a5a9fadee96c1aa62aafebea9bd49c8,0.0,23.65,76.35,Inactive Customer,Win-Back Campaign,11.82,16.55,76.35,Churn Risk Stage,1.0,42906.0,Bronze
1a5b875b36e504e3d1d81eb5029638cd,69.99,23.34,76.66,Inactive Customer,Win-Back Campaign,11.93,16.49,76.66,Churn Risk Stage,1.0,43275.0,Bronze
1a5c71d38387ef391b3e820217a94134,149.99,23.25,76.75,VIP Customer,VIP Loyalty Benefits,12.18,16.61,76.75,Churn Risk Stage,1.0,42582.5,Bronze
1a5cce05d8d3f2a72731b747359ac9dc,299.99,25.34,74.66,VIP Customer,VIP Loyalty Benefits,13.79,18.41,74.66,Churn Risk Stage,1.0,35311.0,Bronze
1a5ef844f7fdb7d5031cc2de5b588598,208.95,29.7,70.3,VIP Customer,VIP Loyalty Benefits,15.63,21.26,70.3,Churn Risk Stage,1.0,22610.5,Bronze
1a5f53459ebb9f8a705378dc76f572b3,25.9,75.9,24.1,Regular Customer,Regular Marketing,38.05,53.19,24.1,Loyal Stage,0.0,5705.0,Silver
1a61345b59a3400f2c6bcf82238a8cbe,69.9,35.24,64.76,Inactive Customer,Win-Back Campaign,17.88,24.82,64.76,Declining Stage,1.0,8076.5,Bronze
1a6438a984d445362318019dc21897a1,49.0,16.58,83.42,At Risk Customer,Urgent Retention Campaign,8.47,11.71,83.42,Churn Risk Stage,1.0,57603.0,Bronze
1a6518cb5f8ac63190d03072e48efcdd,39.99,28.99,71.01,Inactive Customer,Win-Back Campaign,14.64,20.38,71.01,Churn Risk Stage,1.0,26443.0,Bronze
1a67099327499fba02e2ddd32dcb8b4b,31.9,23.23,76.77,Inactive Customer,Win-Back Campaign,11.73,16.33,76.77,Churn Risk Stage,1.0,44295.5,Bronze
1a674d0bad43d5b5c387fce838e4c428,0.0,21.99,78.01,Inactive Customer,Win-Back Campaign,11.0,15.4,78.01,Churn Risk Stage,1.0,47856.5,Bronze
1a683ae636a1f7080cebb8f9361a5afd,21.99,16.59,83.41,At Risk Customer,Urgent Retention Campaign,8.38,11.66,83.41,Churn Risk Stage,1.0,57734.5,Bronze
1a685b15bf8795c9fb28bb6c347fe88c,0.0,76.17,23.83,Regular Customer,Regular Marketing,38.08,53.32,23.83,Loyal Stage,0.0,5153.5,Silver
1a6881e34194048f9c74900603446119,251.8,13.57,86.43,VIP Customer,VIP Loyalty Benefits,7.72,10.06,86.43,Churn Risk Stage,1.0,61248.0,Bronze
1a68c22c23a52a35f499dbd3c5a020a6,0.0,18.78,81.22,At Risk Customer,Urgent Retention Campaign,9.39,13.15,81.22,Churn Risk Stage,1.0,53940.5,Bronze
1a6a081b4672e22ac8a9c93f0583a87c,59.9,19.13,80.87,At Risk Customer,Urgent Retention Campaign,9.79,13.53,80.87,Churn Risk Stage,1.0,52959.5,Bronze
1a6a27027352ea5bc82c1be311f682d2,299.9,20.89,79.11,VIP Customer,VIP Loyalty Benefits,11.56,15.29,79.11,Churn Risk Stage,1.0,48132.0,Bronze
1a6b1ff8c6841f14b71040a070ad78df,49.9,33.04,66.96,Inactive Customer,Win-Back Campaign,16.71,23.24,66.96,Declining Stage,1.0,13912.5,Bronze
1a6bd2815ac4d675cef027a2a2359e3d,225.98,22.22,77.78,VIP Customer,VIP Loyalty Benefits,11.95,16.06,77.78,Churn Risk Stage,1.0,45775.5,Bronze
1a6c2d0ed3299790cb718bb7981558c7,52.9,76.45,23.55,Regular Customer,Regular Marketing,38.42,53.63,23.55,Loyal Stage,0.0,3644.0,Silver
1a6cc7b7b8dde0f4abeb04b2d31dccc6,22.9,30.1,69.9,Inactive Customer,Win-Back Campaign,15.14,21.12,69.9,Declining Stage,1.0,23191.5,Bronze
1a6f3f11da7a12fd62c4228f76ca72c5,149.9,25.68,74.32,VIP Customer,VIP Loyalty Benefits,13.4,18.31,74.32,Churn Risk Stage,1.0,35747.5,Bronze
1a710c13209bf26814086254192fe740,0.0,29.39,70.61,Inactive Customer,Win-Back Campaign,14.7,20.58,70.61,Churn Risk Stage,1.0,25494.0,Bronze
1a7124f3d60ffcc44e20dd296462b48d,203.0,18.77,81.23,VIP Customer,VIP Loyalty Benefits,10.14,13.59,81.23,Churn Risk Stage,1.0,52802.5,Bronze
1a71d6e458cb1c86e15b04c9599923ae,0.0,16.09,83.91,At Risk Customer,Urgent Retention Campaign,8.04,11.26,83.91,Churn Risk Stage,1.0,58692.5,Bronze
1a72f6a64ee69893c1bb3390cb1ca50d,22.8,25.44,74.56,Inactive Customer,Win-Back Campaign,12.8,17.86,74.56,Churn Risk Stage,1.0,37801.0,Bronze
1a732a4b42dc7c3b3710e04d65836995,0.0,27.63,72.37,Inactive Customer,Win-Back Campaign,13.82,19.34,72.37,Churn Risk Stage,1.0,31218.0,Bronze
1a73a85589f553d255cc0ad4545c588a,0.0,29.6,70.4,Inactive Customer,Win-Back Campaign,14.8,20.72,70.4,Churn Risk Stage,1.0,24866.5,Bronze
1a742f74e78035e7c08daa5e8f527460,0.0,28.3,71.7,Inactive Customer,Win-Back Campaign,14.15,19.81,71.7,Churn Risk Stage,1.0,28993.0,Bronze
1a74d9e5d5382168097ec7008b5ce470,0.0,13.09,86.91,At Risk Customer,Urgent Retention Campaign,6.54,9.16,86.91,Churn Risk Stage,1.0,63218.0,Bronze
1a75d590a6e6744b9732cd9feab4206a,49.9,28.02,71.98,Inactive Customer,Win-Back Campaign,14.2,19.73,71.98,Churn Risk Stage,1.0,29402.0,Bronze
1a75fd349131568b7063e35ba91efc66,115.2,27.44,72.56,Inactive Customer,Win-Back Campaign,14.15,19.47,72.56,Churn Risk Stage,1.0,30629.0,Bronze
1a76265119d59d42762c37c8cfb675dc,230.0,77.34,22.66,VIP Customer,VIP Loyalty Benefits,39.53,54.65,22.66,Loyal Stage,0.0,378.0,Silver
1a7928a944f6c13daa6174dee2c6bd30,1250.0,24.99,75.01,VIP Customer,VIP Loyalty Benefits,17.15,20.29,75.01,Churn Risk Stage,1.0,26841.5,Bronze
1a79769ccd69fe7f1d489aa90960fc66,0.0,34.52,65.48,Inactive Customer,Win-Back Campaign,17.26,24.16,65.48,Declining Stage,1.0,10306.0,Bronze
1a79e37b43ca28f0a454d156d49e988c,39.99,31.83,68.17,Inactive Customer,Win-Back Campaign,16.06,22.37,68.17,Declining Stage,1.0,17470.5,Bronze
1a7a10e9273fca58179bdd0d40843b0c,0.0,18.68,81.32,At Risk Customer,Urgent Retention Campaign,9.34,13.08,81.32,Churn Risk Stage,1.0,54112.0,Bronze
1a7c8e4256964e8dda2cc7753278c5ac,339.9,31.92,68.08,VIP Customer,VIP Loyalty Benefits,17.22,23.1,68.08,Declining Stage,1.0,14371.5,Bronze
1a7f7fcf7abedb7d4ce32f3ab25b0536,212.0,26.14,73.86,VIP Customer,VIP Loyalty Benefits,13.86,18.77,73.86,Churn Risk Stage,1.0,33718.5,Bronze
1a7fdcd9817bbc22ab5c93f803ba0980,110.32,30.33,69.67,Inactive Customer,Win-Back Campaign,15.58,21.48,69.67,Declining Stage,1.0,21614.0,Bronze
1a800e6d4ee8c2bec10eaca5e68f7727,78.0,14.45,85.55,At Risk Customer,Urgent Retention Campaign,7.52,10.29,85.55,Churn Risk Stage,1.0,60700.5,Bronze
1a815ce59e04a7a2e969e0f27d370684,0.0,19.77,80.23,At Risk Customer,Urgent Retention Campaign,9.88,13.84,80.23,Churn Risk Stage,1.0,52149.5,Bronze
1a82dfd584f91aa902dd9886e1ca86a4,130.0,25.45,74.55,Inactive Customer,Win-Back Campaign,13.21,18.11,74.55,Churn Risk Stage,1.0,36677.5,Bronze
1a83bd69cef8331c809e5cfd203cf7fd,29.49,33.68,66.32,Inactive Customer,Win-Back Campaign,16.95,23.64,66.32,Declining Stage,1.0,12389.5,Bronze
1a84bb2f089e3c719176f7cb5648276c,75.0,29.66,70.34,Inactive Customer,Win-Back Campaign,15.11,20.93,70.34,Churn Risk Stage,1.0,24013.0,Bronze
1a85c26c13723572f916e7326ad16d02,109.9,76.08,23.92,Regular Customer,Regular Marketing,38.45,53.5,23.92,Loyal Stage,0.0,4258.0,Silver
1a85d10e646676972624f9b6673b1753,59.9,20.99,79.01,Inactive Customer,Win-Back Campaign,10.72,14.83,79.01,Churn Risk Stage,1.0,49432.5,Bronze
1a8603eb410c62875d522795e3414225,59.9,9.35,90.65,At Risk Customer,Urgent Retention Campaign,4.9,6.68,90.65,Churn Risk Stage,1.0,67150.5,Bronze
1a8a707f7d05821b8e8f952a1aa23e5c,0.0,28.51,71.49,Inactive Customer,Win-Back Campaign,14.26,19.96,71.49,Churn Risk Stage,1.0,28296.5,Bronze
1a8ad9a412cd86236a086b3b2ac3e102,38.97,23.45,76.55,Inactive Customer,Win-Back Campaign,11.87,16.5,76.55,Churn Risk Stage,1.0,43220.0,Bronze
1a8c07c90b1ec79904f79c4c42562bde,104.9,27.74,72.26,Inactive Customer,Win-Back Campaign,14.26,19.65,72.26,Churn Risk Stage,1.0,29777.0,Bronze
1a8e0392b6e9191dfc159e9688fa1a43,128.0,76.72,23.28,Regular Customer,Regular Marketing,38.84,53.99,23.28,Loyal Stage,0.0,1808.5,Silver
1a8fb416e145a099289e11115e88ee0d,0.0,35.19,64.81,Inactive Customer,Win-Back Campaign,17.6,24.64,64.81,Declining Stage,1.0,8629.5,Bronze
1a908dd3452fdc766476d916d2d12d78,140.0,25.98,74.02,VIP Customer,VIP Loyalty Benefits,13.51,18.5,74.02,Churn Risk Stage,1.0,34901.5,Bronze
1a90a85de80d26a139c2a9febbe7ac07,126.9,25.96,74.04,Inactive Customer,Win-Back Campaign,13.45,18.45,74.04,Churn Risk Stage,1.0,35123.5,Bronze
1a90ece0de50bc600c1cd0b1270af356,495.0,23.92,76.08,VIP Customer,VIP Loyalty Benefits,13.8,17.85,76.08,Churn Risk Stage,1.0,37852.0,Bronze
1a9158f945b8ac2cb629aed2c0711778,43.5,26.46,73.54,Inactive Customer,Win-Back Campaign,13.39,18.62,73.54,Churn Risk Stage,1.0,34370.0,Bronze
1a922c593edc0c31a83d0fd32883bd62,18.0,30.19,69.81,Inactive Customer,Win-Back Campaign,15.16,21.17,69.81,Declining Stage,1.0,22960.0,Bronze
1a92c813c2da6316af4ffc3b47feb31a,53.99,26.73,73.27,Inactive Customer,Win-Back Campaign,13.57,18.83,73.27,Churn Risk Stage,1.0,33481.0,Bronze
1a955f142ccbf9a7993aa01392e5f1ce,29.9,31.3,68.7,Inactive Customer,Win-Back Campaign,15.76,21.98,68.7,Declining Stage,1.0,19383.5,Bronze
1a9592d97b72604ed93112ed864a7130,43.0,22.62,77.38,Inactive Customer,Win-Back Campaign,11.47,15.93,77.38,Churn Risk Stage,1.0,46255.5,Bronze
1a96a430370a119eb2a756d97f4ba6b8,84.9,20.98,79.02,Inactive Customer,Win-Back Campaign,10.81,14.88,79.02,Churn Risk Stage,1.0,49296.0,Bronze
1a9725a6faddf68070a71a25bf695a39,119.85,33.81,66.19,Inactive Customer,Win-Back Campaign,17.35,23.93,66.19,Declining Stage,1.0,11216.0,Bronze
1a973071328fef507ee10e590b48f435,154.99,31.02,68.98,VIP Customer,VIP Loyalty Benefits,16.09,22.06,68.98,Declining Stage,1.0,19056.5,Bronze
1a9851ca5dfae3edb306fc0b94c08fcf,18.9,16.74,83.26,At Risk Customer,Urgent Retention Campaign,8.44,11.76,83.26,Churn Risk Stage,1.0,57502.0,Bronze
1a99ec6b475ac15e5740d4050153dea9,180.9,34.21,65.79,VIP Customer,VIP Loyalty Benefits,17.78,24.35,65.79,Declining Stage,1.0,9595.5,Bronze
1a9a31d6ace5153b5900e76b7a396a94,55.0,31.7,68.3,Inactive Customer,Win-Back Campaign,16.05,22.31,68.3,Declining Stage,1.0,17808.5,Bronze
1a9b631048edf9eab2c275e1ca00e22c,89.9,32.11,67.89,Inactive Customer,Win-Back Campaign,16.39,22.68,67.89,Declining Stage,1.0,15885.5,Bronze
1a9b633f8aba9817c7ad8eddbb4a296d,149.65,35.36,64.64,VIP Customer,VIP Loyalty Benefits,18.24,25.09,64.64,Declining Stage,1.0,7554.5,Bronze
1a9b9312fbedbb9d335104e044e132a3,149.9,29.77,70.23,VIP Customer,VIP Loyalty Benefits,15.44,21.17,70.23,Churn Risk Stage,1.0,22960.0,Bronze
1a9e2569c5a6ab5e906044c5994e5609,0.0,22.46,77.54,Inactive Customer,Win-Back Campaign,11.23,15.72,77.54,Churn Risk Stage,1.0,46928.0,Bronze
1aa0e78e75e6a9c055b97b6989daf87a,45.99,23.72,76.28,Inactive Customer,Win-Back Campaign,12.03,16.71,76.28,Churn Risk Stage,1.0,42107.0,Bronze
1aa1d421c7a6b0660230fd7cee0ab9f5,49.9,33.09,66.91,Inactive Customer,Win-Back Campaign,16.73,23.27,66.91,Declining Stage,1.0,13801.5,Bronze
1aa2dea75d86ce1f85a55af3ddf4e1d4,0.0,28.98,71.02,Inactive Customer,Win-Back Campaign,14.49,20.29,71.02,Churn Risk Stage,1.0,26841.5,Bronze
1aa331096f09d1ef39a3da1a8bf9be6e,75.25,31.99,68.01,Inactive Customer,Win-Back Campaign,16.27,22.56,68.01,Declining Stage,1.0,16466.0,Bronze
1aa50792e49c769e545f641c0488cc0a,459.8,29.71,70.29,VIP Customer,VIP Loyalty Benefits,16.57,21.83,70.29,Churn Risk Stage,1.0,20038.0,Bronze
1aa553a56fdd7888ae5839b07e14148c,99.99,33.42,66.58,Inactive Customer,Win-Back Campaign,17.08,23.62,66.58,Declining Stage,1.0,12468.0,Bronze
1aa661ae7348dd45045b133a4cbc4ca4,0.0,23.44,76.56,Inactive Customer,Win-Back Campaign,11.72,16.41,76.56,Churn Risk Stage,1.0,43786.5,Bronze
1aa6f4e663c92842d75df617ccd2f4c9,63.99,23.64,76.36,Inactive Customer,Win-Back Campaign,12.06,16.69,76.36,Churn Risk Stage,1.0,42204.0,Bronze
1aa85a5b16073b73eb97183f2da3402c,187.0,19.06,80.94,VIP Customer,VIP Loyalty Benefits,10.23,13.76,80.94,Churn Risk Stage,1.0,52373.5,Bronze
1aa85ded226490852007048b31ec9134,0.0,31.26,68.74,Inactive Customer,Win-Back Campaign,15.63,21.88,68.74,Declining Stage,1.0,19818.0,Bronze
1aa85e14d63e3f290326d01b5f1b106b,44.8,26.87,73.13,Inactive Customer,Win-Back Campaign,13.6,18.91,73.13,Churn Risk Stage,1.0,33103.5,Bronze
1aa871c2ab8bdb23375c428ad1c3f3aa,89.9,27.04,72.96,Inactive Customer,Win-Back Campaign,13.85,19.13,72.96,Churn Risk Stage,1.0,32159.0,Bronze
1aacc8abe1f81e66de675841ea7618d0,258.49,24.7,75.3,VIP Customer,VIP Loyalty Benefits,13.31,17.87,75.3,Churn Risk Stage,1.0,37746.0,Bronze
1aadd26be7257412edbc255278fee64f,149.9,31.22,68.78,VIP Customer,VIP Loyalty Benefits,16.17,22.19,68.78,Declining Stage,1.0,18411.5,Bronze
1aadf4a9e0a37b068ca29e210986aca8,99.9,24.62,75.38,Inactive Customer,Win-Back Campaign,12.68,17.46,75.38,Churn Risk Stage,1.0,39129.0,Bronze
1aaec8552fc6ad98536f506aa9b56074,124.99,26.27,73.73,Inactive Customer,Win-Back Campaign,13.6,18.67,73.73,Churn Risk Stage,1.0,34152.5,Bronze
1aaf4012c7e44f934af17ec7338166e7,199.0,27.31,72.69,VIP Customer,VIP Loyalty Benefits,14.4,19.56,72.69,Churn Risk Stage,1.0,30190.5,Bronze
1aafbf7397e87ee25859a246e1304c8f,38.5,15.99,84.01,At Risk Customer,Urgent Retention Campaign,8.14,11.28,84.01,Churn Risk Stage,1.0,58631.5,Bronze
1ab13454b7bc03f80e254e963d523a24,0.0,23.44,76.56,Inactive Customer,Win-Back Campaign,11.72,16.41,76.56,Churn Risk Stage,1.0,43786.5,Bronze
1ab218793c3b7f9d13fd70501faabd2f,0.0,16.2,83.8,At Risk Customer,Urgent Retention Campaign,8.1,11.34,83.8,Churn Risk Stage,1.0,58492.0,Bronze
1ab3407aad9c472232e3a1a91f98c45c,269.0,30.1,69.9,VIP Customer,VIP Loyalty Benefits,16.05,21.67,69.9,Declining Stage,1.0,20732.5,Bronze
1ab40d454df732fd90196c9a7f1d62d5,0.0,26.13,73.87,Inactive Customer,Win-Back Campaign,13.06,18.29,73.87,Churn Risk Stage,1.0,35843.5,Bronze
1ab4eada30fbc61fccc37625314cd6df,55.0,23.99,76.01,Inactive Customer,Win-Back Campaign,12.2,16.92,76.01,Churn Risk Stage,1.0,41122.0,Bronze
1ab6f51cbc59e795693aec988cc2906d,69.9,17.39,82.61,At Risk Customer,Urgent Retention Campaign,8.96,12.33,82.61,Churn Risk Stage,1.0,56045.5,Bronze
1ab766d3d553649d7d8c7e2bb60f5c9d,59.9,1.59,98.41,At Risk Customer,Urgent Retention Campaign,1.02,1.25,98.41,Churn Risk Stage,1.0,69057.5,Bronze
1ab7bfeac112d74aa33f56e193ef667e,39.8,31.37,68.63,Inactive Customer,Win-Back Campaign,15.83,22.05,68.63,Declining Stage,1.0,19105.0,Bronze
1ab7e5facf5738d97496473c68c21f35,37.54,25.77,74.23,Inactive Customer,Win-Back Campaign,13.02,18.12,74.23,Churn Risk Stage,1.0,36625.5,Bronze
1ab8cc2e669a428d704ae7374bdf144b,39.99,26.56,73.44,Inactive Customer,Win-Back Campaign,13.43,18.68,73.44,Churn Risk Stage,1.0,34120.0,Bronze
1aba2c112150045fe662c1a3e28acb7d,205.0,16.29,83.71,VIP Customer,VIP Loyalty Benefits,8.91,11.86,83.71,Churn Risk Stage,1.0,57228.0,Bronze
1abb39330620468379baa8d035a9cca2,15.92,16.17,83.83,At Risk Customer,Urgent Retention Campaign,8.14,11.35,83.83,Churn Risk Stage,1.0,58463.5,Bronze
1abb99e02611f2a9d4540470575ac3b8,14.49,75.52,24.48,Regular Customer,Regular Marketing,37.81,52.89,24.48,Loyal Stage,0.0,6595.5,Silver
1abc00a2f0a65dbffa3b78b6c531fa74,197.5,34.24,65.76,VIP Customer,VIP Loyalty Benefits,17.85,24.41,65.76,Declining Stage,1.0,9393.0,Bronze
