customer_unique_id,CLTV,Customer_Health_Index,Dynamic_Risk_Score,Customer_Persona,Next_Best_Action,Customer_Influence_Score,Strategic_Value_Score,Retention_Priority_Score,Lifecycle_Stage,Recommended_Campaign,Retention_Campaign
418c833512ed171dff6ef9a7f5e30f3a,69.9,17.96,82.04,At Risk Customer,Urgent Retention Campaign,9.24,12.73,82.04,Churn Risk Stage,Retention Campaign,Special Discount Offer
418cb9d16f19e8ee470aff741e759356,0.0,20.18,79.82,Inactive Customer,Win-Back Campaign,10.09,14.13,79.82,Churn Risk Stage,Win Back Campaign,Special Discount Offer
418ee6e3b8f19158d67d5039f19783b9,26.0,13.13,86.87,At Risk Customer,Urgent Retention Campaign,6.66,9.25,86.87,Churn Risk Stage,Retention Campaign,Special Discount Offer
419013301b30ef6f2c7f5e9bb779bfbd,179.9,19.1,80.9,VIP Customer,VIP Loyalty Benefits,10.22,13.77,80.9,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
4191bcfd448dc07138d2951ea4d10008,0.0,22.15,77.85,Inactive Customer,Win-Back Campaign,11.08,15.51,77.85,Churn Risk Stage,Win Back Campaign,Special Discount Offer
4193eae4d05551143c0bf70f2eb1be77,48.0,23.51,76.49,Inactive Customer,Win-Back Campaign,11.93,16.56,76.49,Churn Risk Stage,Win Back Campaign,Special Discount Offer
4194c803b268f3e9fb673a45ac8a67b4,39.0,11.65,88.35,At Risk Customer,Urgent Retention Campaign,5.97,8.24,88.35,Churn Risk Stage,Retention Campaign,Special Discount Offer
4196223cc93f2df717d33eddaa8a5687,0.0,21.68,78.32,Inactive Customer,Win-Back Campaign,10.84,15.18,78.32,Churn Risk Stage,Win Back Campaign,Special Discount Offer
419c97ceeb51b9e613885a86def7d543,54.9,18.19,81.81,At Risk Customer,Urgent Retention Campaign,9.3,12.86,81.81,Churn Risk Stage,Retention Campaign,Special Discount Offer
419fa4c55bcc7754a965e67a57fb3f7d,49.94,29.21,70.79,Inactive Customer,Win-Back Campaign,14.79,20.56,70.79,Churn Risk Stage,Win Back Campaign,Special Discount Offer
41a147dd6ddffcef63d74c6b0d5311ad,77.75,12.84,87.16,At Risk Customer,Urgent Retention Campaign,6.71,9.16,87.16,Churn Risk Stage,Retention Campaign,Special Discount Offer
41a1779a38fe1420e35e21da6be8c900,239.7,15.26,84.74,VIP Customer,VIP Loyalty Benefits,8.52,11.22,84.74,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
41a1e8124bbc0d73734103301fdd4115,80.0,25.74,74.26,Inactive Customer,Win-Back Campaign,13.17,18.2,74.26,Churn Risk Stage,Win Back Campaign,Special Discount Offer
41a235c74d3d78123b8564f63ab50f3a,55.9,26.37,73.63,Inactive Customer,Win-Back Campaign,13.39,18.58,73.63,Churn Risk Stage,Win Back Campaign,Special Discount Offer
41a2e8b346e23a9fa13f49a651717c62,100.0,18.72,81.28,At Risk Customer,Urgent Retention Campaign,9.73,13.33,81.28,Churn Risk Stage,Retention Campaign,Special Discount Offer
41a323d143e6a1d8b6ccd4525b4ecae5,98.0,23.23,76.77,Inactive Customer,Win-Back Campaign,11.98,16.48,76.77,Churn Risk Stage,Win Back Campaign,Special Discount Offer
41a3c345425d98fc3c153e5036837abe,47.49,25.53,74.47,Inactive Customer,Win-Back Campaign,12.94,17.98,74.47,Churn Risk Stage,Win Back Campaign,Special Discount Offer
41a5aaeee13791d4c3b60aea6b8f800a,148.0,22.88,77.12,VIP Customer,VIP Loyalty Benefits,11.99,16.35,77.12,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
41a72c392ea30409d891c7fef45aef04,275.0,28.51,71.49,VIP Customer,VIP Loyalty Benefits,15.28,20.57,71.49,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
41a77aa9a080384631eb2ab3f1ae24c6,130.0,19.81,80.19,At Risk Customer,Urgent Retention Campaign,10.39,14.16,80.19,Churn Risk Stage,Retention Campaign,Special Discount Offer
41a8699b6fdd90adff4bfb8575e5a261,149.9,19.89,80.11,VIP Customer,VIP Loyalty Benefits,10.5,14.26,80.11,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
41a8eb13e0e31ada950291a25019d3a7,89.0,28.38,71.62,Inactive Customer,Win-Back Campaign,14.52,20.06,71.62,Churn Risk Stage,Win Back Campaign,Special Discount Offer
41a9daca7858f956834bd2254e46d90d,82.8,28.17,71.83,Inactive Customer,Win-Back Campaign,14.39,19.9,71.83,Churn Risk Stage,Win Back Campaign,Special Discount Offer
41ab9a0c4c8076e994dafce98ddd0754,117.8,25.38,74.62,Inactive Customer,Win-Back Campaign,13.13,18.03,74.62,Churn Risk Stage,Win Back Campaign,Special Discount Offer
41ad638a2d5176da0eb0de9e177f880a,0.0,25.41,74.59,Inactive Customer,Win-Back Campaign,12.7,17.78,74.59,Churn Risk Stage,Win Back Campaign,Special Discount Offer
41ad974494e8e05a095a377ba22e4d1c,186.99,29.26,70.74,VIP Customer,VIP Loyalty Benefits,15.33,20.9,70.74,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
41aea522ebdd9ba78d11321d240fa31e,7.0,24.69,75.31,Inactive Customer,Win-Back Campaign,12.37,17.3,75.31,Churn Risk Stage,Win Back Campaign,Special Discount Offer
41af9171801ce57a0776ce98f7f98529,54.9,15.92,84.08,At Risk Customer,Urgent Retention Campaign,8.16,11.26,84.08,Churn Risk Stage,Retention Campaign,Special Discount Offer
41afcdc82737b761574cb9d975baaca4,35.5,17.7,82.3,At Risk Customer,Urgent Retention Campaign,8.98,12.47,82.3,Churn Risk Stage,Retention Campaign,Special Discount Offer
41b052c13c403f02d91767f64051a2e5,44.9,26.87,73.13,Inactive Customer,Win-Back Campaign,13.6,18.91,73.13,Churn Risk Stage,Win Back Campaign,Special Discount Offer
41b29b71c53487e42396497a769bd7a5,104.0,26.6,73.4,Inactive Customer,Win-Back Campaign,13.69,18.85,73.4,Churn Risk Stage,Win Back Campaign,Special Discount Offer
41b2ecedf8e8ae0a840ba56ddbade2fb,24.99,23.22,76.78,Inactive Customer,Win-Back Campaign,11.7,16.31,76.78,Churn Risk Stage,Win Back Campaign,Special Discount Offer
41b3ab6b1f95cbd2afb361e852a56917,100.0,19.45,80.55,At Risk Customer,Urgent Retention Campaign,10.1,13.84,80.55,Churn Risk Stage,Retention Campaign,Special Discount Offer
41b40227a5821d5125adada4577b405e,149.9,12.02,87.98,VIP Customer,VIP Loyalty Benefits,6.57,8.75,87.98,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
41b5c216ae9063519c03c0abe866a9db,0.0,23.08,76.92,Inactive Customer,Win-Back Campaign,11.54,16.16,76.92,Churn Risk Stage,Win Back Campaign,Special Discount Offer
41b6110b60dfac6001a21715b2321280,110.0,13.72,86.28,At Risk Customer,Urgent Retention Campaign,7.27,9.85,86.28,Churn Risk Stage,Retention Campaign,Special Discount Offer
41b69f4c1eadf53e16c4390c6ac2551b,0.0,15.32,84.68,At Risk Customer,Urgent Retention Campaign,7.66,10.72,84.68,Churn Risk Stage,Retention Campaign,Special Discount Offer
41b75c0712e41a7c79c204158ee83f72,79.9,15.28,84.72,At Risk Customer,Urgent Retention Campaign,7.94,10.88,84.72,Churn Risk Stage,Retention Campaign,Special Discount Offer
41b7a537bbd71b3dfee9e342253ac117,131.8,9.66,90.34,At Risk Customer,Urgent Retention Campaign,5.32,7.06,90.34,Churn Risk Stage,Retention Campaign,Special Discount Offer
41b94377e08ae2e71fd3396ee15ce0de,74.9,26.19,73.81,Inactive Customer,Win-Back Campaign,13.37,18.5,73.81,Churn Risk Stage,Win Back Campaign,Special Discount Offer
41ba62269e96e7f7ad4253c6f0edf1aa,0.0,11.38,88.62,At Risk Customer,Urgent Retention Campaign,5.69,7.97,88.62,Churn Risk Stage,Retention Campaign,Special Discount Offer
41bc11922a49c47bed46280d317c4cdf,69.9,23.86,76.14,Inactive Customer,Win-Back Campaign,12.19,16.86,76.14,Churn Risk Stage,Win Back Campaign,Special Discount Offer
41bc5154acf89cf53cc0445862a33cd6,0.0,26.75,73.25,Inactive Customer,Win-Back Campaign,13.38,18.73,73.25,Churn Risk Stage,Win Back Campaign,Special Discount Offer
41bec5363584479bc6582b76b412b0b3,99.9,28.2,71.8,Inactive Customer,Win-Back Campaign,14.47,19.96,71.8,Churn Risk Stage,Win Back Campaign,Special Discount Offer
41bff18631557b1b24f17501b34a134c,29.0,18.78,81.22,At Risk Customer,Urgent Retention Campaign,9.5,13.21,81.22,Churn Risk Stage,Retention Campaign,Special Discount Offer
41c181facd54c753fc3f1d77b9b50002,65.0,28.71,71.29,Inactive Customer,Win-Back Campaign,14.6,20.24,71.29,Churn Risk Stage,Win Back Campaign,Special Discount Offer
41c3c9562b8a80d747fe2bd3c749640f,0.0,22.56,77.44,Inactive Customer,Win-Back Campaign,11.28,15.79,77.44,Churn Risk Stage,Win Back Campaign,Special Discount Offer
41c42af2699fa844ade7aa352aba78d6,99.9,14.38,85.62,At Risk Customer,Urgent Retention Campaign,7.56,10.29,85.62,Churn Risk Stage,Retention Campaign,Special Discount Offer
41c52960e90b793508d0dc8bf5f2818d,332.0,17.47,82.53,VIP Customer,VIP Loyalty Benefits,9.97,12.97,82.53,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
41c56a956807d1d14e9871892689df48,124.43,28.8,71.2,Inactive Customer,Win-Back Campaign,14.86,20.44,71.2,Churn Risk Stage,Win Back Campaign,Special Discount Offer
41c6e98c036977d2de4583e738126548,109.0,9.22,90.78,At Risk Customer,Urgent Retention Campaign,5.02,6.7,90.78,Churn Risk Stage,Retention Campaign,Special Discount Offer
41cb33fa84fbf65c71995e5f6d9564ab,16.9,26.57,73.43,Inactive Customer,Win-Back Campaign,13.35,18.64,73.43,Churn Risk Stage,Win Back Campaign,Special Discount Offer
41cbba1500aa55481929db65437ebe4c,79.0,12.49,87.51,At Risk Customer,Urgent Retention Campaign,6.54,8.92,87.51,Churn Risk Stage,Retention Campaign,Special Discount Offer
41cc17cc180a041bbf4806ea30228999,59.9,11.79,88.21,At Risk Customer,Urgent Retention Campaign,6.12,8.39,88.21,Churn Risk Stage,Retention Campaign,Special Discount Offer
41cc5f6aa8c35f905d5ccab6db922369,299.99,23.16,76.84,VIP Customer,VIP Loyalty Benefits,12.7,16.88,76.84,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
41cdb26d1a0145f92b2fa8ea92b9cd0b,19.9,20.93,79.07,Inactive Customer,Win-Back Campaign,10.54,14.7,79.07,Churn Risk Stage,Win Back Campaign,Special Discount Offer
41cdec60499a15f95558eaddabee958b,0.0,25.67,74.33,Inactive Customer,Win-Back Campaign,12.84,17.97,74.33,Churn Risk Stage,Win Back Campaign,Special Discount Offer
41cecba779981ac69d85d939c66f1350,59.99,25.29,74.71,Inactive Customer,Win-Back Campaign,12.87,17.84,74.71,Churn Risk Stage,Win Back Campaign,Special Discount Offer
41cfcfd72beebbc69ebf60dfec93c8bf,149.99,14.66,85.34,VIP Customer,VIP Loyalty Benefits,7.89,10.6,85.34,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
41d0610f2aeb9f45e800054e2641f4f1,16.5,14.26,85.74,At Risk Customer,Urgent Retention Campaign,7.19,10.02,85.74,Churn Risk Stage,Retention Campaign,Special Discount Offer
41d0abac2d2a894683c25e311fb7e26b,54.9,27.66,72.34,Inactive Customer,Win-Back Campaign,14.03,19.48,72.34,Churn Risk Stage,Win Back Campaign,Special Discount Offer
41d0b6904c9b4b6e0431a0bd2bde13a1,0.0,18.22,81.78,At Risk Customer,Urgent Retention Campaign,9.11,12.75,81.78,Churn Risk Stage,Retention Campaign,Special Discount Offer
41d323fe3b32d8b232c7b9e281e8f551,252.14,20.71,79.29,VIP Customer,VIP Loyalty Benefits,11.29,15.06,79.29,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
41d34475246f75e408ea3598dfd7a186,28.99,14.28,85.72,At Risk Customer,Urgent Retention Campaign,7.25,10.06,85.72,Churn Risk Stage,Retention Campaign,Special Discount Offer
41d46af955f5d04d7b0dcd7bab7736b6,899.0,26.59,73.41,VIP Customer,VIP Loyalty Benefits,16.64,20.62,73.41,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
41d4766ddc8754b5d2137187e16bfbd0,49.99,19.48,80.52,At Risk Customer,Urgent Retention Campaign,9.93,13.75,80.52,Churn Risk Stage,Retention Campaign,Special Discount Offer
41d57ab847e5ccbe403f46b07ee577d6,89.9,28.44,71.56,Inactive Customer,Win-Back Campaign,14.55,20.11,71.56,Churn Risk Stage,Win Back Campaign,Special Discount Offer
41d7a050f54d46cc6afff79ff1ac4997,0.0,16.46,83.54,At Risk Customer,Urgent Retention Campaign,8.23,11.52,83.54,Churn Risk Stage,Retention Campaign,Special Discount Offer
41da0a8cbe03937f174e5ad148ac3f35,24.0,29.58,70.42,Inactive Customer,Win-Back Campaign,14.88,20.76,70.42,Churn Risk Stage,Win Back Campaign,Special Discount Offer
41dabaa1150218952d2c8b00f459aa61,0.0,26.75,73.25,Inactive Customer,Win-Back Campaign,13.38,18.73,73.25,Churn Risk Stage,Win Back Campaign,Special Discount Offer
41db2509d2fd3e2fe68e88deedaa0c1b,174.0,18.94,81.06,VIP Customer,VIP Loyalty Benefits,10.12,13.65,81.06,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
41dbbade44497ba4b3f61356a5acc949,48.9,10.32,89.68,At Risk Customer,Urgent Retention Campaign,5.34,7.33,89.68,Churn Risk Stage,Retention Campaign,Special Discount Offer
41de457d21687a6a7615555c237b5d3e,72.9,27.84,72.16,Inactive Customer,Win-Back Campaign,14.19,19.65,72.16,Churn Risk Stage,Win Back Campaign,Special Discount Offer
41e0ca64dedeade38fc6180a11998e32,19.99,14.93,85.07,At Risk Customer,Urgent Retention Campaign,7.54,10.5,85.07,Churn Risk Stage,Retention Campaign,Special Discount Offer
41e32cf35c9194184759d6aad82e9102,8.9,25.58,74.42,Inactive Customer,Win-Back Campaign,12.82,17.92,74.42,Churn Risk Stage,Win Back Campaign,Special Discount Offer
41e373f8b7dcf58b71f63fb80cc38cb7,0.0,16.2,83.8,At Risk Customer,Urgent Retention Campaign,8.1,11.34,83.8,Churn Risk Stage,Retention Campaign,Special Discount Offer
41e3c68264f86d0b5e3650e3ed2ff8d9,0.0,19.15,80.85,At Risk Customer,Urgent Retention Campaign,9.57,13.4,80.85,Churn Risk Stage,Retention Campaign,Special Discount Offer
41e7f564891b2fd6a565f6db45dfae54,251.8,24.13,75.87,VIP Customer,VIP Loyalty Benefits,13.0,17.45,75.87,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
41efbb27006cac5862f6c64befcb140f,50.0,13.17,86.83,At Risk Customer,Urgent Retention Campaign,6.77,9.33,86.83,Churn Risk Stage,Retention Campaign,Special Discount Offer
41f0f87e7ced16f39c602164b66f3fbd,199.0,13.18,86.82,VIP Customer,VIP Loyalty Benefits,7.33,9.67,86.82,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
41f4ecc59fcdf26b0bedd8e576b49420,17.99,11.83,88.17,At Risk Customer,Urgent Retention Campaign,5.98,8.32,88.17,Churn Risk Stage,Retention Campaign,Special Discount Offer
41f5319c0244bebba3ff75f2af7418e0,16.0,22.79,77.21,Inactive Customer,Win-Back Campaign,11.45,15.99,77.21,Churn Risk Stage,Win Back Campaign,Special Discount Offer
41f6c1e8220ce517e3e6d06b8aeb2c64,838.0,28.88,71.12,VIP Customer,VIP Loyalty Benefits,17.56,22.09,71.12,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
41f926f39c9764a0c0683c30d48f84e5,399.99,21.66,78.34,VIP Customer,VIP Loyalty Benefits,12.32,16.06,78.34,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
41fc647b8c6bd979b1b6364b60471b50,0.0,22.61,77.39,Inactive Customer,Win-Back Campaign,11.3,15.82,77.39,Churn Risk Stage,Win Back Campaign,Special Discount Offer
41fca1fccfc3da172a2fc165122218a5,23.9,13.59,86.41,At Risk Customer,Urgent Retention Campaign,6.88,9.56,86.41,Churn Risk Stage,Retention Campaign,Special Discount Offer
41fcde2e5684d372a4a108af50802381,139.8,10.14,89.86,VIP Customer,VIP Loyalty Benefits,5.59,7.41,89.86,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
41fd008e55103dc513e6e17932756bea,59.99,10.49,89.51,At Risk Customer,Urgent Retention Campaign,5.47,7.48,89.51,Churn Risk Stage,Retention Campaign,Special Discount Offer
41ffcb2420e2af2e55b3832df16f4eb4,169.0,13.29,86.71,VIP Customer,VIP Loyalty Benefits,7.27,9.68,86.71,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
41ffe05b7ceb249599c73eeecbf19c5b,69.9,25.72,74.28,Inactive Customer,Win-Back Campaign,13.12,18.16,74.28,Churn Risk Stage,Win Back Campaign,Special Discount Offer
4203c7ce660fd8a234fdebcf106a4493,35.99,9.06,90.94,At Risk Customer,Urgent Retention Campaign,4.66,6.42,90.94,Churn Risk Stage,Retention Campaign,Special Discount Offer
4205911ef6fb74c06c9eed690b79e89f,47.65,28.79,71.21,Inactive Customer,Win-Back Campaign,14.57,20.26,71.21,Churn Risk Stage,Win Back Campaign,Special Discount Offer
420727b28fad05d6ca063b39130938e9,129.0,28.5,71.5,Inactive Customer,Win-Back Campaign,14.73,20.24,71.5,Churn Risk Stage,Win Back Campaign,Special Discount Offer
420d330a1d33f12aef4c0920a4abdc26,169.0,19.66,80.34,VIP Customer,VIP Loyalty Benefits,10.46,14.14,80.34,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
421085f8ed051a5454ccdc703ccc9fe9,229.0,19.95,80.05,VIP Customer,VIP Loyalty Benefits,10.83,14.48,80.05,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
4210db4456e5e1f786db193081339667,159.0,21.76,78.24,VIP Customer,VIP Loyalty Benefits,11.47,15.59,78.24,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
4214c630d7ef4e7d446f2702eaf82672,0.0,16.2,83.8,At Risk Customer,Urgent Retention Campaign,8.1,11.34,83.8,Churn Risk Stage,Retention Campaign,Special Discount Offer
421787fea291a962c1ab57a6b26827ac,0.0,28.67,71.33,Inactive Customer,Win-Back Campaign,14.34,20.07,71.33,Churn Risk Stage,Win Back Campaign,Special Discount Offer
4217906badee5f5d6dda5264e55fdc61,118.6,26.36,73.64,Inactive Customer,Win-Back Campaign,13.62,18.72,73.64,Churn Risk Stage,Win Back Campaign,Special Discount Offer
42179b7841b5d9d16061945876a789f8,123.98,29.84,70.16,Inactive Customer,Win-Back Campaign,15.38,21.16,70.16,Churn Risk Stage,Win Back Campaign,Special Discount Offer
4217e360ce860e7f32001e81531d6217,124.9,21.87,78.13,Inactive Customer,Win-Back Campaign,11.4,15.59,78.13,Churn Risk Stage,Win Back Campaign,Special Discount Offer
4219d1ebcfedd1e6082605ba42d29040,79.9,23.3,76.7,Inactive Customer,Win-Back Campaign,11.95,16.49,76.7,Churn Risk Stage,Win Back Campaign,Special Discount Offer
421b4a08b9e9d1c127f27789a4c1abb3,0.0,25.72,74.28,Inactive Customer,Win-Back Campaign,12.86,18.0,74.28,Churn Risk Stage,Win Back Campaign,Special Discount Offer
421c83dbf0abc824b47c6cafbd3f9c6b,159.0,21.4,78.6,VIP Customer,VIP Loyalty Benefits,11.29,15.33,78.6,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
421e80704e92c703644bf3e71e54562c,39.99,28.83,71.17,Inactive Customer,Win-Back Campaign,14.56,20.27,71.17,Churn Risk Stage,Win Back Campaign,Special Discount Offer
421f03cd9152f7886b906cf93d4c4772,130.0,23.69,76.31,Inactive Customer,Win-Back Campaign,12.33,16.87,76.31,Churn Risk Stage,Win Back Campaign,Special Discount Offer
421fb606db80ce5a6ab47d351582e99a,44.99,7.88,92.12,At Risk Customer,Urgent Retention Campaign,4.11,5.62,92.12,Churn Risk Stage,Retention Campaign,Special Discount Offer
4220ae19dee604e8c1dddccd4e535502,12.38,24.75,75.25,Inactive Customer,Win-Back Campaign,12.42,17.35,75.25,Churn Risk Stage,Win Back Campaign,Special Discount Offer
4222f488432f87a3cf7a836582378acc,39.7,9.63,90.37,At Risk Customer,Urgent Retention Campaign,4.96,6.83,90.37,Churn Risk Stage,Retention Campaign,Special Discount Offer
42230aa8270df8d775f2d51ed1a25224,49.9,13.32,86.68,At Risk Customer,Urgent Retention Campaign,6.85,9.44,86.68,Churn Risk Stage,Retention Campaign,Special Discount Offer
42273d26a8bcc297e6b5c3e18d35949e,84.9,17.46,82.54,At Risk Customer,Urgent Retention Campaign,9.05,12.41,82.54,Churn Risk Stage,Retention Campaign,Special Discount Offer
422b5643b144b86f0168965efd90c219,69.0,23.23,76.77,Inactive Customer,Win-Back Campaign,11.87,16.41,76.77,Churn Risk Stage,Win Back Campaign,Special Discount Offer
422b5cb4833a4703a318b73c3cf5fa3c,429.9,19.22,80.78,VIP Customer,VIP Loyalty Benefits,11.21,14.41,80.78,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
422ca11325b9bce3304a87758c2a4bdf,85.0,24.09,75.91,Inactive Customer,Win-Back Campaign,12.36,17.05,75.91,Churn Risk Stage,Win Back Campaign,Special Discount Offer
422cb1ad7cd6c711962191e2592e2498,37.49,19.46,80.54,At Risk Customer,Urgent Retention Campaign,9.87,13.71,80.54,Churn Risk Stage,Retention Campaign,Special Discount Offer
422e3a837e4b97707cac86272dc8baa9,0.0,29.76,70.24,Inactive Customer,Win-Back Campaign,14.88,20.83,70.24,Churn Risk Stage,Win Back Campaign,Special Discount Offer
423138e2a08390292fd05265ce91bdfd,51.9,28.49,71.51,Inactive Customer,Win-Back Campaign,14.44,20.06,71.51,Churn Risk Stage,Win Back Campaign,Special Discount Offer
4231d120daa9f7798734448b260a11b6,53.89,18.3,81.7,At Risk Customer,Urgent Retention Campaign,9.35,12.93,81.7,Churn Risk Stage,Retention Campaign,Special Discount Offer
423500539ef60c7c8501710b424c9d65,122.99,27.87,72.13,Inactive Customer,Win-Back Campaign,14.39,19.78,72.13,Churn Risk Stage,Win Back Campaign,Special Discount Offer
42398dee8f2098eec5579129cc1a6f5e,133.0,23.48,76.52,Inactive Customer,Win-Back Campaign,12.23,16.73,76.52,Churn Risk Stage,Win Back Campaign,Special Discount Offer
423c97d9d31e2a7b92a345381c672b53,1100.0,20.16,79.84,VIP Customer,VIP Loyalty Benefits,14.17,16.57,79.84,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
423ddcb7c0603e732d87bcc5c87eab9c,35.99,29.91,70.09,Inactive Customer,Win-Back Campaign,15.09,21.02,70.09,Churn Risk Stage,Win Back Campaign,Special Discount Offer
423fbcfb53c72feb1035cd7790c73fe6,38.97,27.53,72.47,Inactive Customer,Win-Back Campaign,13.91,19.36,72.47,Churn Risk Stage,Win Back Campaign,Special Discount Offer
4240b832942fea708e593564e8351dad,129.99,11.94,88.06,At Risk Customer,Urgent Retention Campaign,6.45,8.65,88.06,Churn Risk Stage,Retention Campaign,Special Discount Offer
424336b3be9575c9265c4ccdec2e754b,0.0,23.75,76.25,Inactive Customer,Win-Back Campaign,11.88,16.63,76.25,Churn Risk Stage,Win Back Campaign,Special Discount Offer
4249a1724d282a6356179a862fe02722,59.9,22.6,77.4,Inactive Customer,Win-Back Campaign,11.52,15.95,77.4,Churn Risk Stage,Win Back Campaign,Special Discount Offer
424adf7fb8aa12c60a29a76787d9a60d,74.9,25.98,74.02,Inactive Customer,Win-Back Campaign,13.27,18.35,74.02,Churn Risk Stage,Win Back Campaign,Special Discount Offer
424b5bc1ea7e1d07936152b2857f2738,36.99,25.41,74.59,Inactive Customer,Win-Back Campaign,12.84,17.87,74.59,Churn Risk Stage,Win Back Campaign,Special Discount Offer
424ccdbadb27cb32b562397f815281c9,149.0,28.94,71.06,VIP Customer,VIP Loyalty Benefits,15.02,20.59,71.06,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
424efbaf264d29ee06b4d3018344b87b,0.0,20.9,79.1,Inactive Customer,Win-Back Campaign,10.45,14.63,79.1,Churn Risk Stage,Win Back Campaign,Special Discount Offer
42503505af8b15a1861dfe20608188a8,59.9,29.33,70.67,Inactive Customer,Win-Back Campaign,14.89,20.67,70.67,Churn Risk Stage,Win Back Campaign,Special Discount Offer
42533049f1559bc955d4b8c8df3105c0,74.9,27.07,72.93,Inactive Customer,Win-Back Campaign,13.81,19.11,72.93,Churn Risk Stage,Win Back Campaign,Special Discount Offer
425391efe8e074a8daca1ddc620f1e20,185.81,14.97,85.03,VIP Customer,VIP Loyalty Benefits,8.18,10.9,85.03,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
425499c40f68042f0a53f192ec59010c,262.0,25.33,74.67,VIP Customer,VIP Loyalty Benefits,13.64,18.32,74.67,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
4254cd9b3e19107a1ba6e8a1e37fde51,0.0,29.08,70.92,Inactive Customer,Win-Back Campaign,14.54,20.36,70.92,Churn Risk Stage,Win Back Campaign,Special Discount Offer
425634deb94b1080fc7d283f3a644941,27.99,20.89,79.11,Inactive Customer,Win-Back Campaign,10.55,14.69,79.11,Churn Risk Stage,Win Back Campaign,Special Discount Offer
425a026a2d9c37c366b7d57382940dde,199.0,19.18,80.82,VIP Customer,VIP Loyalty Benefits,10.33,13.87,80.82,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
425a6965ca6d0e9ac0dfddb6e9bca83d,89.99,25.54,74.46,Inactive Customer,Win-Back Campaign,13.1,18.08,74.46,Churn Risk Stage,Win Back Campaign,Special Discount Offer
425ae15f1593918f06d9a2ce9222e614,802.14,15.17,84.83,VIP Customer,VIP Loyalty Benefits,10.57,12.41,84.83,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
425de63dc10522f292d9772417017ff5,69.9,19.72,80.28,At Risk Customer,Urgent Retention Campaign,10.12,13.96,80.28,Churn Risk Stage,Retention Campaign,Special Discount Offer
425f2f28269c677f0e79adf349f62c0e,645.0,20.68,79.32,VIP Customer,VIP Loyalty Benefits,12.74,15.92,79.32,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
426019d76a8b0579cd258fdfdce86089,102.9,14.75,85.25,At Risk Customer,Urgent Retention Campaign,7.76,10.56,85.25,Churn Risk Stage,Retention Campaign,Special Discount Offer
4260cbbc1f69e2d3d98e409f2918d5ce,388.0,19.88,80.12,VIP Customer,VIP Loyalty Benefits,11.38,14.78,80.12,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
4260e604a906747f934ea882e1d48045,52.99,16.01,83.99,At Risk Customer,Urgent Retention Campaign,8.2,11.32,83.99,Churn Risk Stage,Retention Campaign,Special Discount Offer
4261e564d3e674b5234f01d199701475,107.0,26.76,73.24,Inactive Customer,Win-Back Campaign,13.78,18.97,73.24,Churn Risk Stage,Win Back Campaign,Special Discount Offer
42649711a50f087d98d6128339e65899,14.6,29.0,71.0,Inactive Customer,Win-Back Campaign,14.55,20.33,71.0,Churn Risk Stage,Win Back Campaign,Special Discount Offer
426a9c4b189f4342ea12e7cc9d48a883,69.44,29.96,70.04,Inactive Customer,Win-Back Campaign,15.24,21.13,70.04,Churn Risk Stage,Win Back Campaign,Special Discount Offer
42717020a4c8550613ad4cd0d41acf94,335.0,19.18,80.82,VIP Customer,VIP Loyalty Benefits,10.84,14.18,80.82,Churn Risk Stage,Loyalty Programme Campaign,Special Discount Offer
